tumor_091, 39507, 25696, 0, 0, 0, 0, 0, 0, 0, 0, 0
tumor_091, 47102, 32092, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 30144, 25024, 0, 0, 0, 0, 0, 0, 0, 0, 0
tumor_091, 38808, 37096, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 35602, 34097, 1, 1, 1, 0, 1, 1, 1, 0, 1
tumor_091, 46489, 30904, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 41393, 37131, 1, 1, 1, 1, 1, 1, 0, 0, 1
tumor_091, 35763, 33942, 0, 1, 1, 1, 1, 1, 1, 1, 0
tumor_091, 47073, 31040, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 29376, 20800, 0, 0, 0, 0, 0, 0, 0, 0, 0
tumor_091, 39341, 38535, 0, 1, 0, 1, 1, 1, 1, 0, 0
tumor_091, 35199, 29289, 1, 1, 1, 0, 1, 1, 0, 0, 1
tumor_091, 46645, 30561, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 46474, 32122, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 48215, 30787, 1, 1, 1, 1, 1, 1, 1, 1, 0
tumor_091, 22464, 29248, 0, 0, 0, 0, 0, 0, 0, 0, 0
tumor_091, 47772, 29832, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 46748, 20435, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 40158, 37974, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 46755, 31600, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 44289, 16189, 0, 0, 0, 0, 0, 0, 0, 0, 0
tumor_091, 23232, 21312, 0, 0, 0, 0, 0, 0, 0, 0, 0
tumor_091, 47501, 30252, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 36730, 32172, 1, 1, 1, 1, 1, 1, 1, 1, 0
tumor_091, 35634, 30145, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 39394, 37691, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 33529, 32382, 1, 1, 1, 1, 1, 1, 1, 1, 1
tumor_091, 36993, 32896, 1, 1, 1, 1, 1, 1, 0, 0, 0
